rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
2,Disappointed,it's not what I thought it was and I could not use the product,[],B01FS6527G,B01FS6527G,AFWHJ6O3PV4JC7PVOJH6CPULO2KQ,2017-09-08 19:27:58.663,0,True
5,Great product.  Works exactly as described.,I have had no issues with this pump.  I have used it several times over the passed couple of years.,[],B07RM5D9C3,B097SWTNR5,AHCPZDDPHJE3G7M6ST5WGRPLXHOA,2022-03-02 12:28:17.585,0,True
4,Four Stars,Exact color match. Clear doesn't work on this pen.,[],B00KXPFLEC,B00KXPE1AC,AEWJXW46LKSW22FWTGRYTLNE7TGA,2017-10-31 09:13:10.662,0,True
5,Very pleased,I was looking for a stylist mat that had a lip to gather rocks and debris as I park in a gravel/dirt area and a lot of debris gets tracked into my car and pressed into the mat. These are going to work well for catching everything tracked in on shoes and make cleaning much easier. I also really like that the rear mat includes covering for the area between the foot areas in the back seat so everything is protected. I'd recommend,[],B06XHFWFWL,B07953BPQD,AH6PDU5N7P7TLLVFHCY64IFV7HIQ,2021-06-25 16:57:53.272,0,True
5,Perfect fit!,Fits like a glove on my 03 Honda CRV,[],B00Z7N0DHA,B00Z7N0DHA,AHDZ3PFHIGTE7EOQBUMVRBFRMWJQ,2022-03-13 21:12:46.235,2,True
4,Four Stars,Fits great,[],B004GDZ1R4,B004GDZ1R4,AGCS6HSZBL6OPU4V4LD5H6GMBC4Q,2017-03-27 21:19:58.000,0,True
1,BE CAREFUL,I bought the red and blue ones for my show and I was using them and they caught on fire! The U2 circuit melted inside of all 4 of them. So be very careful and check if you buy them.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61E6zAWZd+L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61E6zAWZd+L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61E6zAWZd+L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0792Z5PV2,B07KQ97LC3,AHXBL3QDWZGJYH7A5CMPFNUPMF7Q,2020-06-27 02:27:05.687,2,False
3,The sticker is smaller than it appears on your screen,it shows up barely 4 inches<br /><br />the pictured image has a slightly higher resolution than the finished product<br /><br />not worth $5.  $3 would be more appropriate,[],B08HJQ9MKB,B08HJQ9MKB,AG6BAEKWLCWH2TW3KKLVK773YF6A,2021-03-09 18:14:26.010,1,True
5,Works great,Really nice product. Doesn't get sticky,[],B01N51MWNZ,B092MHMJ3Q,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2022-01-21 00:16:43.901,0,True
5,Good stuff,Husband borrowed from neighbors. Really liked. After borrowing second time it was time to get our own. Great company. Good quality product greatprice,[],B00247DI3I,B003ZBCIHY,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2022-01-21 00:15:41.160,0,True
5,Fast delivery,Ordered for husband s tractor. fast delivery and he said it works,[],B09B71RKM4,B09B71RKM4,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2022-01-21 00:11:47.030,0,True
5,Looks awesome,My husband loves his fancy button. I'm glad I got this for him! His favorite Christmas gift,[],B010RJ3E3I,B08NRV5FGJ,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2022-01-20 23:42:35.270,0,True
5,Awesome,Got these for my husband s mini. he loves them! Hopefully they will last and wash up good,[],B00U9V0DPW,B00U9V0DPW,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2022-01-20 23:36:52.255,0,True
5,Fresh,My husband took the old one out and couldn't believe how dirty it was.......was happy I ordered it. The fit was perfect!,[],B00I8IP7FO,B00I8IP7FO,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2021-09-04 10:54:41.248,0,True
5,Good product,Do far so good on these little things. They are bright and easy to install also reasonable,[],B0186P1MUW,B0186P1MUW,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2021-05-20 18:15:55.923,0,True
1,brakes are not 100% ceramic,"please be aware that these brakes are not dust free, and they are not 100% ceramic or they would not  throw dust.<br />Rotors seem ok, for now but i bet they wont last 10yrs like the warrenty says. and if they dont, ill have to fight to get a replacement like i did my brakes. we had these put on my BMW and the wheels are black  and iv only had them on a month.  they sent me a new set after a week or more of back and forth nogotiating , they better be dust free or i will be updating this post. choose another company.. thats my review , thanks for reading",[],B07MG4LQ1W,B07MG4LQ1W,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2020-07-18 19:34:47.428,3,True
5,Good item,Worked as we needed.,[],B07FFBQZH6,B07FFBQZH6,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2020-05-05 11:31:11.295,0,True
5,Recommend,"Bought for our BMW, works great",[],B00F0VK67Q,B00F0VK67Q,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2020-02-23 16:56:57.005,0,True
5,Great price great product,"This is the filter you want to use.,! Works great. Great price.",[],B001DRHMRI,B07H4T2YZ3,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-10-17 22:42:05.313,0,True
5,Good,Purchased as an extra,[],B07DC3SWLD,B07DC3SWLD,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:15:59.478,0,True
5,Good,Woked as expected,[],B009DK7MIG,B009DK7MIG,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:15:18.697,0,True
5,Stopped the noise,Worked as needed,[],B01KJ9W69E,B01KJ9W69E,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:14:49.034,0,True
5,Works,Works as expected,[],B008YDDRFA,B008YDDRFA,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:14:13.796,0,True
5,Works,Works as expected,[],B00TOUWVC2,B00TOUWVC2,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:13:33.575,0,True
4,Good quality works as expected,Worked as expected,[],B000JZCYWI,B000JZCYWI,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:10:15.803,0,True
4,Worked good,Works as expected got done what was needed,[],B01H825MV4,B01H825MV4,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:09:32.312,0,True
4,Overall good,Worked as expected,[],B00HLAFFWK,B00HLAFFWK,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:08:50.319,0,True
4,Becareful,"Worked as expected, forign so not perfect fit",[],B0786CN95L,B0786CN95L,AEQAYV7RXZEBXMQIQPL6KCT2CFWQ,2019-08-09 00:08:17.639,0,True
5,The quality was better than I expected.,"Higher quality product than expected.  Happy.  I didn’t need much, very pleased.",[],B08W53H4ZM,B0BHLHGV2F,AHUVQ4UNB2JGV6MY4ZT75SZLPUBQ,2021-08-03 11:23:49.884,0,True
2,Wont fit.,"I had to use the left side on the right because the right one would not slide in between the seat. So I had to use it backwards. My console is basically plastic so it slid at every stop, so I super glued it to the console. Backwards now but its usable. The other one I put in the backseat pocket, so the rear passenger has it in front of them to use. Too much effort had to be put in this purchase.",[],B0837D6B9M,B0837D6B9M,AF232QQ7UDHGQOVR6LZ3X7ZVQ3ZA,2020-07-25 14:14:34.497,0,True
5,Seat gap stops,Works just how they claim. Love them.,[],B00BYH6C1E,B00BYH6C1E,AF232QQ7UDHGQOVR6LZ3X7ZVQ3ZA,2017-09-09 16:04:46.974,1,True
5,"Perfect white, match the stock LED headlights perfect.","Why a 2022 Nissan leaf comes with LED headlights, and tail lights, but every other bulb is halogen is beyond me. But it was 3ady enough to pop these babies in and they look great.<br />Left is the new number and right was stock halogen. Much better. Super happy.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71I0Sq1uu4L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71I0Sq1uu4L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71I0Sq1uu4L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07H6X6PM2,B0BR66YW92,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2022-05-02 02:49:50.734,0,True
5,High quality and easy install.,I've had this on for about a month and taken it through several car washes and it stillooks and functions like new.<br />I do recommend a rubber mallet to really get it flush though.,[],B08T19XB8S,B0C49T4N1D,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2022-04-14 03:56:56.419,0,True
5,"Very nice, can't exactly use one hand but it's easy enough","I have 2 of these on my wife and my bikes and they both work great. Very secure and easy to rotate and tilt, but it doesn't bounce around at all.<br />Highly recommended.",[],B09MT3T43Q,B0BXLS3ZPZ,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2022-02-25 22:25:42.907,0,True
2,"Rolled too tight so it won't go on straight, and glue not tacky enough",This is packaged in a tiny roll which streched out the CF so it wouldn't lay flat. Additionally the glue didn't hold at all. I tried using a book to flatten and followed all the instructions to get it to stick and it just didn't. Flaked off within 24 hrs. Returned this.,[],B07FVFF8D3,B07FV6KHBK,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-05-05 16:14:03.977,0,True
5,2 for 1 pricing and good quality.,Good quality for the money.<br />Like that security screws are also included,[],B08CRJ5LJK,B08CR2VKN5,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-04-24 01:54:33.980,0,True
4,"Works as a trash can, not sure what else.",Works well as a trash in front of my bench seat. Not easy to remove once tied in but pretty stable.,[],B01NBYS5U9,B08X9LQL3F,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-04-24 01:53:44.067,0,True
5,"Looks nice, clip is high quality.","Looks great on the keys, protects but doesn't block buttons.<br />Love the clip, just clip it to the belt loop and never have to take it off being all keyless.",[],B08P497MTX,B08P497MTX,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-04-24 01:43:34.055,0,True
4,"For the cost it's nice, but not enough for me","Bought for my 2021 Silverado Z71. It was easy to install and worked well enough.<br />It looks like a $150 cover though. I just couldn't put it on such a nice truck and feel okay about it.<br />I ended up with something much higher quality.<br />If you want an easy cheap cover though, this is a good choice.",[],B07VKF332M,B0C4CPPMSJ,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-04-24 01:25:38.564,0,True
5,Seriously impressed! Glass shine all the way around!,"2nd day update:<br />See last 2 pictures. It rained and blew a ton of dust the night after the full detail. (Of course) the first is the dirty, the last picture is after a quick rinse and dry. Although it didn't completely repell the rain it came off super ez. And shined up like it never happened with minimal effort. Crazy how good this works.<br />Used this for the first time today. Used as a wax to clean after doing an at home pressure wash with my foam cannon. Unfortunately I have very hard water at my house so it's nearly impossible to get it perfectly dry. There is almost always hard water spots.<br />I decided to try this as a finishing product and I could not believe how great it works. It's literally a mirror finish all the way around. Every surface plastic, chrome, rims and paint all shine very easily.<br />I used about a quarter of  a bottle to detail a 2021 silverado z71 from front to back including the inside of the door trim and every surface including the external glass. Pretty impressive.<br />TIPS:<br />I used a micro fiber detailing sponge as the wet rub and it worked well.<br />Make sure whatever you use for the wet wipes portion stays damp. If it gets too dry it is A LOT more work. Comes off really easier if you keep the cloth/sponge damp. Not dripping wet, just hand squeeze dry it and that's about perfect.<br />You will notice a build up in the dry cloth, I used 2 micro fiber clothes on the body and trim and a third for the rims. Even though I used the same wet sponge for the whole truck.<br />The dry cloth needs to be clean to get the best shine.<br />Last tip, if you aren't sure whether or not you have done a surface gently wipe a micro fiber on it. If it's been armored it will slide without resistance. If not, it will feel much different.<br /><br />Highly recommend this product!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1LtMa5dZbL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1LtMa5dZbL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1LtMa5dZbL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1R0+-PUJZL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1R0+-PUJZL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1R0+-PUJZL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1hjOCoTNTL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1hjOCoTNTL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1hjOCoTNTL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1woofZmFeL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1woofZmFeL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1woofZmFeL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1a3DP30+CS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1a3DP30+CS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1a3DP30+CS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1nKfmjUygS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1nKfmjUygS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1nKfmjUygS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07LHB3B2Q,B09YMNRM8R,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-02-13 22:41:55.160,4,True
5,"Nice CF Vinyl, didn't use it as designed but worked well for my application.","I used this on my 21 silverado to cover the red Z in the Z71, and to cover the front Chevrolet emblem. It worked well but it was not large enough to cover it all in one piece. I used 2 pieces for the front emblem and a top and bottom half of one for the Z. Also used on the steering wheel emblem and that only took 1 piece. It looks pretty darn good and already made it through it's first car wash, staying solid. Probably won't last more than a year, but for the price I am fine with that.",[],B08MKZ7KLT,B08MKZ7KLT,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-02-09 20:45:20.957,0,True
2,Doesn't fit my 2021 Silverado. Not even close!,"This is not really for the 21 version with built in plug, or bed hooks. Look elsewhere.",[],B07K9Q2D16,B0C5J3KLKB,AEVPPTMG43C6GWSR7I2UGRQN7WFQ,2021-02-09 20:43:09.898,0,True
4,Cute,Cute license plate frame.  The “stones” are different than the regular ones on “bling” frames.  Easy to install.  Had 4 distinct holes for screws to secure the frame.  My car only has the ability to place two screws on the top of the plate.  I have no need for the lower holes.  I would prefer the frame without them.,[],B087R4J9B1,B087R4J9B1,AHREXOGQPZDA6354MHH4ETSF3MCQ,2023-03-09 14:07:44.905,0,True
2,"Well, the valve stem covers work",No instructions included.  There is only a diagram shown on the Smazon listing.<br /><br />The valve stem covers are cute and fit my vehicles.<br /><br />The decorative/theft deterrent caps do not work.  The screws included worked; however the caps are too large and just fall off.,[],B08Z76F6Y8,B097BJDMSC,AHREXOGQPZDA6354MHH4ETSF3MCQ,2023-03-09 13:56:48.958,0,True
5,Very cute,Great car charm. Painted nicely and seems sturdy. Would make a nice stocking stuffer/gift. Happy with this purchase.,[],B001TLSQ5A,B001TLSQ5A,AH6CATODIVPVUOJEWHRSRCSKAOHA,2020-05-08 11:38:45.732,0,True
5,Good product. Fits well,Bought this for my husband last year and it's survived all the tools and cargo in the trunk.  Good product. Fits well.,[],B00LI6JIK8,B00LI6JIK8,AEO4M665ZOCBF7HEFRMTUDHLSB5Q,2017-01-06 21:47:06.000,0,True
5,A must have in every garage!,"Great tire pump. I keep it in my garage for regular use, especially with my bicycle tires. Super easy to use and it has a long cable to be able to service your equipment easily. I also now have a cure for that pesky 'check engine light' in my car on cold mornings where I can fill my tires on my car to get rid of the light before I hit the rode. Compact and packs a punch, this is a great tire pump. I love the touch screen and digital display, too, which makes it easy to use and read.",[],B082WSJX8P,B082WSJX8P,AFSKPY37N3C43SOI5IEXEK5JSIYA,2020-02-07 11:52:32.453,0,False
5,Amazing easy to use sun shade,"I love this sun shade. I live in Florida for the past 5 years. To be honest, I had never used a sun shade (surprisingly for sure) before. Now that I have been using this for over the past month, I don't know how I lived without it. Easy to fold up, easy to store, easy to put up, when I put this up in my Camry I come into a car cooler and a leather steering wheel  that I can comfortably put my hands on when I return to my vehicle. I am a teacher here in Florida and none of my parking lots have shade, so my car is typically blistering when I come back to the car after a full day in the sun. Highly recommend this Howin shade for anyone who has to leave their car in the sun.",[],B07Q748WXB,B07Q748WXB,AFSKPY37N3C43SOI5IEXEK5JSIYA,2019-08-07 10:20:09.696,0,False
5,Quality made cover to protect my car,"This is a great backseat cover for my Toyota Camry that protects my seats from dog drool and dirt (and fur). First, it is well made and it's quilted design allows for extra comfort for my 35 lb Aussie Shepherd dog. It fits great and easily affixes to the two headrests to allow for stability and it will not move even when my dog jumps in and out of the car. I have put this in the washing machine one time so far and it came out clean and fluffy and all stitching was still in place. No complaints, just kudos for a great product.",[],B07KLV9X6B,B07TKKTMCQ,AFSKPY37N3C43SOI5IEXEK5JSIYA,2019-02-06 11:22:07.386,0,False
5,"Great, thick sun shade! Keeps car cool","This is a great sun shade! It is nice and thick!<br />It stays in place- unlike my last one- which was so thin, and even the sunvisors couldn’t keep it up! This one just stays right in the windshield and it keeps my car so much cooler because it’s thick! I love it! I shopped around and read a lot of reviews before buying it -so glad I did!",[],B07Q6Z79Z3,B0871VDNFD,AGCPAPUHXYA3EEIL2KGSQTGO5HRA,2020-09-09 19:04:13.551,1,True
5,These are great,I got these for my husband for his stocking this past Christmas. He loves them. Anyone who does any handy work should have a set of these. They make it so much easier to hold nails and anything else that can easily get lost while working in the garage or around the house.,[],B07MXPD5JD,B07MXPD5JD,AFGNIWCBLQT2QIXXKIW7Q6VREZRQ,2020-03-30 06:02:25.825,0,True
5,You need a buddy to help you install,You need extra boards and lag bolts plus a buddy to help install. It worked great once we got the lags into the studs and pulleys aligned.<br />It holds my truck tent (CVT) and rack with shovel and jack great.,[],B005AUH8OG,B091JL6NJY,AG35BKPUEUMX7LV5YLOQ5YCQ3GOA,2016-11-29 03:23:34.000,2,True
5,WORKS GREAT!,"Since we just got our permanent handicap sticker, I wanted to be sure that we didn't have a problem like we did with our temporary sticker.  We didn't want the permanent one to tear or get bent so we bought these holders.  They work very well & fit nicely in our console.",[],B00DSK0L9O,B00DSK0L9O,AGKFRCDY4WBW4RH6GFYFJ3T3XBSA,2020-08-18 20:08:02.762,0,True
5,Perfect,perfect !,[],B0055732Y4,B07BDH9T24,AHGAOIZVODNHYMNCBV4DECZH42UQ,2018-02-01 21:31:25.673,0,True
5,Easy to Use and Reliable,Bought this to go on our tall trash can because people kept on using it as a trash can vs a recycling bin.  Very easy to get on and has held up.,[],B002RN6QY2,B002RN6QY2,AGUMKAETPKF5G37FKT6CXLBRPOAA,2019-01-21 16:59:42.364,0,True
5,Ver nicei,"It looks very nice and I love it, but the paint comes off it you touch the steering wheel when you drive.  It touches my belly and just rubbed the paint off.",[],B07WPF7R5K,B07WXM4QNM,AEEPQNBGOQFIIR36NAUCIFL5F3MQ,2022-12-28 01:44:25.693,0,True
3,Not very bright,"Works, but not very bright at all. Will have to find something else",[],B094MVNJGK,B0B1J8WVLK,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,2023-03-08 15:59:03.515,0,True
3,So so,Had to replace a year later,[],B000Q0S9K2,B000Q0S9K2,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,2022-07-20 20:28:17.632,0,True
5,Great!,Worked great for my 2006 Kia Optima,[],B082MD56RB,B094VSXGP5,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,2022-07-20 20:27:00.399,0,True
5,Went out in 4 months. No longevity,Bought in February and went out by June.,[],B08MKJRQM2,B09LR87Y2T,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,2022-02-24 23:35:57.371,0,True
4,Tricky to install without covering visor mirror.,"It’s convenient to have the pull-down screen, but it’s somewhat distorting b cause it’s a bit wavy.  Also, it took a while to install it on the visor without covering the mirror.  I did manage to do it, but the elastic band isn’t close enough to the edge to really secure it.  It sort of hangs lower on one side.",[],B07VD4ZPSR,B0C7CD15HG,AHHBXLYVZCDODBPA2NTPSACJD6CA,2021-10-21 01:15:00.711,0,True
5,Nice,I like it,[],B0182IAVEG,B0182IAVEG,AEOKAIB6OJVB5FRZGLEB3YAK5UBQ,2019-06-18 00:35:06.533,0,True
5,Stands out on the car,Right size,[],B01G7QTQC8,B01G7QTQC8,AEOKAIB6OJVB5FRZGLEB3YAK5UBQ,2019-04-22 00:00:48.471,0,True
5,Five Stars,still looks good on my car,[],B01G7QTQLO,B01G7QTQLO,AEOKAIB6OJVB5FRZGLEB3YAK5UBQ,2018-05-26 16:09:25.761,0,True
1,Whined as bad as my old one,Whined so loud that it overpowered the engine noise.<br />Put the old one back on.,[],B093789H5T,B093789H5T,AEMO4BFY2UXCQE4XOFORK5EFFCDA,2021-11-30 06:26:21.013,0,True
5,Perfect fit,"Fit perfect, direct oem replacement",[],B000C71J2O,B000C71J2O,AEMO4BFY2UXCQE4XOFORK5EFFCDA,2021-03-19 17:10:50.656,1,True
5,Quality at a good price,"Good quality switch. Seems to be well built, obviously don’t know what it’s like inside but I was impressed with it. Good heft, feels solid.",[],B07XTDSD4B,B0BFQX62CZ,AEMO4BFY2UXCQE4XOFORK5EFFCDA,2020-07-05 14:31:25.582,2,True
